date,header,name,odds_order,odds_name,odds,odds_enabled
2024-03-16T15:36:25.685836,Celkovo - Víťaz,Pellegrini Peter,1.6,áno,1.6,True
2024-03-16T15:36:25.685836,Celkovo - Víťaz,Korčok Ivan,2.25,áno,2.25,True
2024-03-16T15:36:25.685836,Celkovo - Víťaz,Kubiš Ján,4000.0,áno,4000.0,True
2024-03-16T15:36:25.685836,Celkovo - Víťaz,Harabin Štefan,50.0,áno,50.0,True
2024-03-16T15:36:25.685836,Celkovo - Víťaz,Forró Krisztián,4000.0,áno,4000.0,True
2024-03-16T15:36:25.685836,Celkovo - Víťaz,Kotleba Marian,5500.0,áno,5500.0,True
2024-03-16T15:36:25.685836,Celkovo - Víťaz,Danko Andrej,5500.0,áno,5500.0,True
2024-03-16T15:36:25.685836,Celkovo - Víťaz,Náhlik Milan,6000.0,áno,6000.0,True
2024-03-16T15:36:25.685836,Celkovo - Víťaz,Matovič Igor,2500.0,áno,2500.0,True
2024-03-16T15:36:25.685836,Celkovo - Víťaz,Dubovský Patrik,5500.0,áno,5500.0,True
2024-03-16T15:36:25.685836,Účasť voličov v percentách,,2.12,menej ako 52.00,2.12,True
2024-03-16T15:36:25.685836,Účasť voličov v percentách,,2.12,viac ako 52.00,1.65,True
2024-03-16T15:36:25.685836,Prezident bude zvolený v 1. kole,Prezident bude zvolený v 1. kole,350.0,áno,350.0,True
2024-03-16T15:36:25.685836,Prezident bude zvolený v 1. kole,Prezident bude zvolený v 1. kole,350.0,nie,1.0,False
2024-03-16T15:36:25.685836,Účasť voličov v percentách,,3.25,menej ako 50.00,3.25,True
2024-03-16T15:36:25.685836,Účasť voličov v percentách,,3.25,viac ako 50.00,1.3,True
2024-03-16T15:36:25.685836,V ktorom kole bude vyššia účasť voličov,1. kolo - 2. kolo,1.5,1. kolo,1.5,True
2024-03-16T15:36:25.685836,V ktorom kole bude vyššia účasť voličov,1. kolo - 2. kolo,1.5,2. kolo,2.4,True
2024-03-16T15:36:25.685836,Aspoň jeden kandidát sa vzdá kandidatúry pred 1.kolom volieb,,1.4,áno,1.4,True
2024-03-16T15:36:25.685836,Aspoň jeden kandidát sa vzdá kandidatúry pred 1.kolom volieb,,1.4,nie,2.75,True
2024-03-16T15:36:25.685836,Celkovo - Víťaz,Švec Róbert,6000.0,áno,6000.0,True
2024-03-16T15:36:25.685836,Postup do 2. kola,Pellegrini Peter,1.0,áno,1.0,False
2024-03-16T15:36:25.685836,Postup do 2. kola,Pellegrini Peter,1.0,nie,20.0,True
2024-03-16T15:36:25.685836,Postup do 2. kola,Korčok Ivan,1.0,áno,1.0,False
2024-03-16T15:36:25.685836,Postup do 2. kola,Korčok Ivan,1.0,nie,20.0,True
2024-03-16T15:36:25.685836,Postup do 2. kola,Kubiš Ján,2000.0,áno,2000.0,True
2024-03-16T15:36:25.685836,Postup do 2. kola,Kubiš Ján,2000.0,nie,1.0,False
2024-03-16T15:36:25.685836,Postup do 2. kola,Harabin Štefan,25.0,áno,25.0,True
2024-03-16T15:36:25.685836,Postup do 2. kola,Harabin Štefan,25.0,nie,1.0,False
2024-03-16T15:36:25.685836,Postup do 2. kola,Forró Krisztián,2000.0,áno,2000.0,True
2024-03-16T15:36:25.685836,Postup do 2. kola,Forró Krisztián,2000.0,nie,1.0,False
2024-03-16T15:36:25.685836,Postup do 2. kola,Kotleba Marian,3000.0,áno,3000.0,True
2024-03-16T15:36:25.685836,Postup do 2. kola,Kotleba Marian,3000.0,nie,1.0,False
2024-03-16T15:36:25.685836,Postup do 2. kola,Danko Andrej,3000.0,áno,3000.0,True
2024-03-16T15:36:25.685836,Postup do 2. kola,Danko Andrej,3000.0,nie,1.0,False
2024-03-16T15:36:25.685836,Postup do 2. kola,Náhlik Milan,3500.0,áno,3500.0,True
2024-03-16T15:36:25.685836,Postup do 2. kola,Náhlik Milan,3500.0,nie,1.0,False
2024-03-16T15:36:25.685836,Postup do 2. kola,Matovič Igor,1000.0,áno,1000.0,True
2024-03-16T15:36:25.685836,Postup do 2. kola,Matovič Igor,1000.0,nie,1.0,False
2024-03-16T15:36:25.685836,Postup do 2. kola,Dubovský Patrik,3000.0,áno,3000.0,True
2024-03-16T15:36:25.685836,Postup do 2. kola,Dubovský Patrik,3000.0,nie,1.0,False
2024-03-16T15:36:25.685836,Postup do 2. kola,Švec Róbert,3500.0,áno,3500.0,True
